ID,medicine_name,salt_composition,product_price,manufacturer_name,medicine_desc,side_effects,drug_interactions,Is_discontinued,type,short_composition1,short_composition2,pack_size_label
203282,Tripvac Vaccine,Diphtheria Toxoid (30IU) + Tetanus Toxoid (60IU) + Pertussis Toxoid (4IU),₹34,Biological E Ltd,"Tripvac Vaccine is a combination of three vaccines used to prevent diphtheria, tetanus, and whooping cough. It stimulates the immune system to act against microorganisms to prevent such infections.Tripvac Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Common side effects of this medicine include weakness, injection site redness, pain, swelling, and headache. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Headache,Injection site redness,Pain,Swelling,Weakness,Gastrointesinal symptoms","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Diphtheria Toxoid (30IU) , Tetanus Toxoid (60IU) ,vial of 0.5 ml Injection
203283,Typho VI 25mcg Injection,Salmonella Typhi Vaccine (25mcg),₹446.25,Intas Pharmaceuticals Ltd,"Typho VI 25mcg Injection is a medicine used to prevent typhoid fever in adults and children aged two and above. The vaccine works by causing the body to produce its own protection (antibodies) against this disease. Typhoid fever is caused by a bacteria called Salmonella Typhi.Typho VI 25mcg Injection is administered by a healthcare professional and should not be self-administered. It is generally given at least 2 weeks prior to expected exposure with typhoid fever. A single dose is usually given every 3 years to those people who remain at risk of typhoid fever. Your doctor may also advise on the possible need for future booster dosing.Some common side effects of this medicine include injection site reactions (such as pain, swelling, redness), headache, and nausea. If these side effects do not go away with time or get worse, let the doctor know. The doctor may help with ways to reduce or prevent these symptoms.To make sure the vaccine is safe, before receiving the vaccine, it is important to let the doctor know if you have any other illnesses. You should also tell the doctor about all the medicines you are taking. Pregnant and breastfeeding mothers should consult and seek advice from their doctor before receiving the vaccine.","Injection site reactions (pain, swelling, redness),Headache,Tiredness,Fever,Nausea","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Mercaptopurine"", ""Carbamazepine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Empurine, Mercapto, Puri Nethol"", "" Antep""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""MINOR""]}",False,allopathy,Salmonella Typhi Vaccine (25mcg),,vial of 0.5 ml Injection
203284,Comvac 3 Vaccine,Diphtheria Toxoid (2520LF) + Tetanus Toxoid (57.5LF) + Pertussis Toxoid (1520IU),₹199.85,Bharat Biotech,"Comvac 3 Vaccine is a combination of three vaccines used to prevent diphtheria, tetanus, and whooping cough. It stimulates the immune system to act against microorganisms to prevent such infections.Comvac 3 Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Common side effects of this medicine include weakness, injection site redness, pain, swelling, and headache. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Headache,Injection site redness,Pain,Swelling,Weakness,Gastrointesinal symptoms","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Diphtheria Toxoid (2520LF) , Tetanus Toxoid (57.5LF) ,vial of 0.5 ml Solution for Injection
203285,Typho VI 2.5mcg Injection,Salmonella Typhi Vaccine (2.5mcg),₹697.31,Intas Pharmaceuticals Ltd,"Typho VI 2.5mcg Injection is a medicine used to prevent typhoid fever in adults and children aged two and above. The vaccine works by causing the body to produce its own protection (antibodies) against this disease. Typhoid fever is caused by a bacteria called Salmonella Typhi.Typho VI 2.5mcg Injection is administered by a healthcare professional and should not be self-administered. It is generally given at least 2 weeks prior to expected exposure with typhoid fever. A single dose is usually given every 3 years to those people who remain at risk of typhoid fever. Your doctor may also advise on the possible need for future booster dosing.Some common side effects of this medicine include injection site reactions (such as pain, swelling, redness), headache, and nausea. If these side effects do not go away with time or get worse, let the doctor know. The doctor may help with ways to reduce or prevent these symptoms.To make sure the vaccine is safe, before receiving the vaccine, it is important to let the doctor know if you have any other illnesses. You should also tell the doctor about all the medicines you are taking. Pregnant and breastfeeding mothers should consult and seek advice from their doctor before receiving the vaccine.","Injection site reactions (pain, swelling, redness),Headache,Tiredness,Fever,Nausea","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Mercaptopurine"", ""Carbamazepine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Empurine, Mercapto, Puri Nethol"", "" Antep""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""MINOR""]}",False,allopathy,Salmonella Typhi Vaccine (2.5mcg),,vial of 2.5 ml Injection
203286,Tetglob 1000IU Injection,Tetanus Immunoglobulin (1000IU),₹2795.65,Bharat Serums & Vaccines Ltd,"Tetglob 1000IU Injection is recommended for prevention of tetanus following injury in patients whose tetanus immunization is incomplete or uncertain. Tetanus causes convulsions (seizures) and severe muscle spasms that can be strong enough to cause bone fractures of the spine. Tetglob 1000IU Injection provides immediate, short-term protection against the bacteria that causes tetanus (lockjaw). A single intramuscular (IM) injection is generally recommended for children and adults, with part of the dose infiltrated around the wound if it can be identified. This protection lasts long enough to protect your body until your body can produce its own antibodies against tetanus. It is to be administered only by or under the supervision of your doctor or other healthcare professional. You may feel tired or drowsy following your tetanus vaccination.","Tiredness,Drowsiness","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Tetanus Immunoglobulin (1000IU),,vial of 1 ml Injection
203287,Equirab 1500 Injection,Equine Rabies Immunoglobulin (1500IU),₹427.14,Bharat Serums & Vaccines Ltd,"Equirab 1500 Injection is derived from the blood of horses. It neutralizes the virus at the wound site within a few hours. There are two types of Rabies Immunoglobulin (RIG), human (hRIG) and equine (eRIG). Both have similar clinical effectiveness in eliminating the virus at the wound site.Equirab 1500 Injection is given as an injection by a doctor or nurse. It is indicated in individuals with category III exposures (in-depth injury). RIG neutralizes the rabies virus at the inoculation site before the immune system responds to the vaccine by the production of rabies virus-neutralizing antibodies. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Equirab 1500 Injection is administered only once in a lifetime.The most common side effects include nausea, acute toxicity, rash, and stomach upset. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you have ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the equine rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nausea,Acute toxicity,Rash,Upset stomach","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Equine Rabies Immunoglobulin (1500IU),,vial of 5 ml Injection
203288,Easyfive-TT Vaccine,Diphtheria Immune Globulin (30IU) + Haemophilus Type B Conjugate Vaccine (10mcg) + Hepatitis B Vaccine (rDNA) (10mcg) + Pertussis Toxoid (4IU) + Tetanus Toxoid (60IU),₹336.34,Panacea Biotec Ltd,"Easyfive-TT Vaccine is a prescription medicine. This combination of vaccines is used to prevent Diphtheria, Tetanus, Pertussis, Hepatitis B and Haemophilus Influenzae type b infections. It stimulates the immune system to act against microorganisms to prevent such infections.Easyfive-TT Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Easyfive-TT Vaccine is generally safe to use with minimal side effects. However, it may cause a few side effects such as fever, vomiting, headache, etc. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Injection site reaction,Vomiting,Fever,Drowsiness,Unusual crying,Irritation,Loss of appetite","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Diphtheria Toxoid (30IU) , Tetanus Toxoid (60IU) ,vial of 0.5 ml Injection
203289,Asvs Injection,Snake Venom Antiserum (Polyvalent) (10ml),₹500.37,Bharat Serums & Vaccines Ltd,"Asvs Injection is used in the treatment of snake bite. It helps in neutralizing the harmful effects of the snake venom in the body.Asvs Injection is generally administered by a healthcare professional. You should not self-administer this medicine.Asvs Injection may cause common side effects such as shortness of breath, decreased blood pressure and joint pain.","Anaphylactic reaction,Breathlessness,Decreased blood pressure,Joint pain,Serum sickness,Shock,Hives","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Snake Venom Antiserum (Polyvalent) (10ml),,vial of 10 ml Injection
203290,Dysport 500IU Injection,Clostridium botulinum type A toxin-haemagglutinin complex (500IU),₹24624.5,Bharat Serums & Vaccines Ltd,"Dysport 500IU Injection is used in the treatment of localized muscle spasm. It relieves wry neck (spasmodic torticollis) in adults, involuntary closure of eyelids (blepharospasm), and foot deformity due to spasticity in children with cerebral palsy. It may also be prescribed for chronic migraines.Dysport 500IU Injection is a prescription medicine that must be administered by a healthcare professional. You must receive the exact dose of it as per the prescription. An overdose of this medicine may have serious side effects on the body.The common side effects of this medicine are muscle weakness and tiredness. It may also cause an injection site reaction (redness, pain, and swelling). This medicine may also lead to dizziness or sleepiness, so it is better to avoid driving or operating heavy machinery unless your doctor permits you to do so. The medicine can safely be used in children. Before taking this medicine, it is important to consult your doctor if you have any ongoing medication for any underlying disease. Pregnant and breastfeeding women must inform the doctor prior to the initiation of this treatment.","Flu-like symptoms,Tiredness,Weakness,Injection site reactions (pain, swelling, redness)","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Clostridium botulinum type A toxin-haemagglutinin complex (500IU),,vial of 1 Injection
203291,Kamrab Injection,Human Rabies Immunoglobulin (300IU),₹5944.05,Synergy Diagnostics Pvt Ltd,"Kamrab Injection is used with rabies vaccine to prevent Rabies. It works by giving your body the antibodies it needs to protect against the rabies virus. It is administered only once, at the beginning of anti-rabies prophylaxis, to previously unvaccinated persons.Kamrab Injection is given as an injection by a doctor or nurse. It must always be used in combination with a rabies vaccine. Post-exposure prophylaxis consists of a regimen of one dose of immunoglobulin and full courses of rabies vaccination. This should be given as soon as possible after exposure. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Kamrab Injection is administered only once in a lifetime.The most common side effects include pain, anaphylactic reaction, angioedema (swelling of deeper layers of skin), injection site stiffness, soreness, and tenderness. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you’ve ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the human rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nephrotic syndrome,Pain,Anaphylactic reaction,Angioedema (swelling of deeper layers of skin),Injection site stiffness,Soreness,Tenderness","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Human Rabies Immunoglobulin (300IU),,vial of 2 ml Injection
203292,Berirab P 750IU Injection,Human Rabies Immunoglobulin (750IU),₹4857.14,Zydus Cadila,"Berirab P 750IU Injection is used with rabies vaccine to prevent Rabies. It works by giving your body the antibodies it needs to protect against the rabies virus. It is administered only once, at the beginning of anti-rabies prophylaxis, to previously unvaccinated persons.Berirab P 750IU Injection is given as an injection by a doctor or nurse. It must always be used in combination with a rabies vaccine. Post-exposure prophylaxis consists of a regimen of one dose of immunoglobulin and full courses of rabies vaccination. This should be given as soon as possible after exposure. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Berirab P 750IU Injection is administered only once in a lifetime.The most common side effects include pain, anaphylactic reaction, angioedema (swelling of deeper layers of skin), injection site stiffness, soreness, and tenderness. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you’ve ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the human rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nephrotic syndrome,Pain,Anaphylactic reaction,Angioedema (swelling of deeper layers of skin),Injection site stiffness,Soreness,Tenderness","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Human Rabies Immunoglobulin (750IU),,prefilled syringe of 5 ml Injection
203293,Imorab 1000IU Injection,Equine Rabies Immunoglobulin (1000IU),₹531.25,Sanofi India  Ltd,"Imorab 1000IU Injection is derived from the blood of horses. It neutralizes the virus at the wound site within a few hours. There are two types of Rabies Immunoglobulin (RIG), human (hRIG) and equine (eRIG). Both have similar clinical effectiveness in eliminating the virus at the wound site.Imorab 1000IU Injection is given as an injection by a doctor or nurse. It is indicated in individuals with category III exposures (in-depth injury). RIG neutralizes the rabies virus at the inoculation site before the immune system responds to the vaccine by the production of rabies virus-neutralizing antibodies. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Imorab 1000IU Injection is administered only once in a lifetime.The most common side effects include nausea, acute toxicity, rash, and stomach upset. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you have ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the equine rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nausea,Acute toxicity,Rash,Upset stomach","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",True,allopathy,Equine Rabies Immunoglobulin (1000IU),,vial of 5 ml Injection
203294,AbhayRIG 300IU Injection,Equine Rabies Immunoglobulin (300IU),₹539.75,Indian Immunologicals Ltd,"AbhayRIG 300IU Injection is derived from the blood of horses. It neutralizes the virus at the wound site within a few hours. There are two types of Rabies Immunoglobulin (RIG), human (hRIG) and equine (eRIG). Both have similar clinical effectiveness in eliminating the virus at the wound site.AbhayRIG 300IU Injection is given as an injection by a doctor or nurse. It is indicated in individuals with category III exposures (in-depth injury). RIG neutralizes the rabies virus at the inoculation site before the immune system responds to the vaccine by the production of rabies virus-neutralizing antibodies. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. AbhayRIG 300IU Injection is administered only once in a lifetime.The most common side effects include nausea, acute toxicity, rash, and stomach upset. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you have ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the equine rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nausea,Acute toxicity,Rash,Upset stomach","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Equine Rabies Immunoglobulin (300IU),,vial of 5 ml Injection
203295,Zyrig 1000IU Injection,Equine Rabies Immunoglobulin (1000IU),₹344.25,Zydus Cadila,"Zyrig 1000IU Injection is derived from the blood of horses. It neutralizes the virus at the wound site within a few hours. There are two types of Rabies Immunoglobulin (RIG), human (hRIG) and equine (eRIG). Both have similar clinical effectiveness in eliminating the virus at the wound site.Zyrig 1000IU Injection is given as an injection by a doctor or nurse. It is indicated in individuals with category III exposures (in-depth injury). RIG neutralizes the rabies virus at the inoculation site before the immune system responds to the vaccine by the production of rabies virus-neutralizing antibodies. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Zyrig 1000IU Injection is administered only once in a lifetime.The most common side effects include nausea, acute toxicity, rash, and stomach upset. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you have ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the equine rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nausea,Acute toxicity,Rash,Upset stomach","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Equine Rabies Immunoglobulin (1000IU),,vial of 5 ml Injection
203296,Carig 1200IU Injection,Equine Rabies Immunoglobulin (1200IU),₹297.5,Cadila Pharmaceuticals Ltd,"Carig 1200IU Injection is derived from the blood of horses. It neutralizes the virus at the wound site within a few hours. There are two types of Rabies Immunoglobulin (RIG), human (hRIG) and equine (eRIG). Both have similar clinical effectiveness in eliminating the virus at the wound site.Carig 1200IU Injection is given as an injection by a doctor or nurse. It is indicated in individuals with category III exposures (in-depth injury). RIG neutralizes the rabies virus at the inoculation site before the immune system responds to the vaccine by the production of rabies virus-neutralizing antibodies. Both active (vaccine) and passive immunization (Immunoglobulin) prevent the rabies virus from infiltrating the central nervous system, but become ineffective once the virus has crossed into the central nervous system. Carig 1200IU Injection is administered only once in a lifetime.The most common side effects include nausea, acute toxicity, rash, and stomach upset. They do not normally last very long. Sitting or lying down can sometimes help. Consult your doctor if any of the side effects persist or worry you.Before having the injection, you should tell your doctor if you have ever had an allergic reaction to an immunoglobulin. Some other medicines may react with the equine rabies immunoglobulin so talk to your doctor about other medications you are taking as well. You should consult your doctor first if you are pregnant or breastfeeding.","Nausea,Acute toxicity,Rash,Upset stomach","{""drug"": [""Mycophenolate mofetil"", ""Azathioprine"", ""Cyclophosphamide"", ""Mercaptopurine""], ""brand"": ["" Healgraft, Graftide-M, Mycocel S"", "" Thioprinz, Lazorin, Azarid"", "" Oncomide, Cyclomet, Cyphos"", "" Empurine""], ""effect"": [""LIFE-THREATENING"", ""SERIOUS"", ""SERIOUS"", ""SERIOUS""]}",False,allopathy,Equine Rabies Immunoglobulin (1200IU),,vial of 1 Injection
203297,Tresivac Vaccine,Measles Vaccine (Live) (1000ccid50) + Mumps Virus Vaccine (5000ccid50) + Rubella vaccine (Live) (1000ccid50),₹157.67,Serum Institute Of India Ltd,"Tresivac Vaccine is a prescription medicine. This combination of three vaccines is used to prevent Measles, Mumps and Rubella. It stimulates the immune system to act against microorganisms to prevent such infections. These infections can occur in people of any age group.Tresivac Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Tresivac Vaccine is generally safe to use with minimal side effects. However, it may cause a few side effects such as rash and fever. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Rash,Injection site soreness,Fever","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Measles Vaccine (Live) (1000ccid50) , Mumps Virus Vaccine (5000ccid50) ,vial of 0.5 ml Powder for Injection
203298,Mmr  Vaccine,Measles Vaccine (Live) (1000ccid50) + Mumps Virus Vaccine (5000ccid50) + Rubella vaccine (Live) (1000ccid50),₹108.8,Serum Institute Of India Ltd,"Mmr  Vaccine is a prescription medicine. This combination of three vaccines is used to prevent Measles, Mumps and Rubella. It stimulates the immune system to act against microorganisms to prevent such infections. These infections can occur in people of any age group.Mmr  Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Mmr  Vaccine is generally safe to use with minimal side effects. However, it may cause a few side effects such as rash and fever. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Rash,Injection site soreness,Fever","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Measles Vaccine (Live) (1000ccid50) , Mumps Virus Vaccine (5000ccid50) ,vial of 1 ml Injection
203299,Priorix Vaccine,Measles Vaccine (Live) (1000ccid50) + Mumps Virus Vaccine (5000ccid50) + Rubella vaccine (Live) (1000ccid50),₹603.5,Glaxo SmithKline Pharmaceuticals Ltd,"Priorix Vaccine is a prescription medicine. This combination of three vaccines is used to prevent Measles, Mumps and Rubella. It stimulates the immune system to act against microorganisms to prevent such infections. These infections can occur in people of any age group.Priorix Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Priorix Vaccine is generally safe to use with minimal side effects. However, it may cause a few side effects such as rash and fever. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Rash,Injection site soreness,Fever","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Measles Vaccine (Live) (1000ccid50) , Mumps Virus Vaccine (5000ccid50) ,vial of 0.5 ml Powder for Injection
203300,MR-Vac Vaccine,Measles Vaccine (Live) (1000ccid50) + Rubella vaccine (Live) (1000ccid50),₹76.9,Serum Institute Of India Ltd,"MR-Vac Vaccine is a prescription medicine. This combination of two vaccines is used to prevent Rubella and Measles infections. It stimulates the immune system to act against microorganisms to prevent such infections. These infections usually occur in childhood.MR-Vac Vaccine is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.MR-Vac Vaccine is generally safe to use with minimal side effects. However, it may cause a few side effects such as rash and fever. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Rash,Injection site soreness,Fever","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,Measles Vaccine (Live) (1000ccid50) , Rubella vaccine (Live) (1000ccid50),vial of 1 ml Injection
203301,Novohib Injection,Haemophilus Influenzae Type B Capsular Polysaccharide (0.025mcg) + Thiomersal (10mcg),₹297.5,Panacea Biotec Ltd,"Novohib Injection is a prescription medicine. This combination of two vaccines is used in treatment and prevention of influenzae infections. It stimulates the immune system to act against microorganisms to prevent such infections.Novohib Injection is to be administered by a healthcare professional. It may cause redness, pain, and swelling at the site of injection. However, this is temporary and usually resolves on its own. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.Novohib Injection is generally safe to use with minimal side effects. However, it may cause a few side effects such as tenderness, and fever. Please consult your doctor if these do not subside or bother you. Your doctor will suggest ways to cope up with the side effects.Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.","Injection site pain,Tenderness,Fever","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Haemophilus Influenzae Type B Capsular Polysaccharide (0.025mcg) , Thiomersal (10mcg),prefilled syringe of 0.5 ml Injection
203302,Bharglob 10% Injection,Human Gamma Globulin (10%),,Bharat Serums & Vaccines Ltd,"Bharglob 10% Injection consists of proteins of liquid human serum, containing the antibodies of healthy adults. This is used to strengthen the body's natural defense system (immune system) to lower the risk of infection in persons with a weakened immune system.This is given by injection under the skin or slowly into a vein as directed by your doctor. This is made from healthy human blood that has a high level of certain defensive substances (antibodies), which help fight infections. It is also used to increase the blood count (platelets) in persons with a certain blood disorder (idiopathic thrombocytopenic purpura-ITP).Your healthcare professional will start the medication slowly while monitoring you closely. If you have few or no side effects, the medication will be given faster. Tell your healthcare professional right away if you experience any side effects such as nausea, cutaneous eruption, allergic reaction, headache, vomiting, lightheadedness, and injection site tenderness or pain. The infusion may need to be stopped or given more slowly.","Nausea,Skin eruptions,Allergic reaction,Headache,Injection site tenderness,Injection site pain,Lightheadedness,Vomiting","{""drug"": [], ""brand"": [], ""effect"": []}",True,allopathy,Human Gamma Globulin (10%),,vial of 2 ml Injection
203517,Neuronox 100IU Injection,OnabotulinumtoxinA (100IU),₹14450,Sun Pharmaceutical Industries Ltd,"Neuronox 100IU Injection is used in the treatment of overactive bladder, cervical dystonia, muscle spasm and for migraine prevention. It treats muscle stiffness in elbow, wrist, fingers, ankle and toe muscles in adults. It also reduces the symptoms of severe underarm sweating.Neuronox 100IU Injection is a prescription medicine that must be administered by a healthcare professional. You must receive the exact dose of it as per the prescription. An overdose of this medicine may have serious side effects on the body.The common side effects of this medicine are dryness in the mouth, neck pain, injection site pain, tiredness, headache, etc. It may also cause an injection site reaction (redness, pain, and swelling). This medicine may also lead to dizziness or sleepiness, so it is better to avoid driving or operating heavy machinery unless your doctor permits you to do so. The medicine can safely be used in children.Before taking this medicine, it is important to consult your doctor if you have any ongoing medication for any underlying disease. Pregnant and breastfeeding women must inform the doctor prior to the initiation of this treatment.","Dryness in mouth,Neck pain,Headache,Injection site pain,Tiredness,Pain in extremity,Upper respiratory tract infection,Cough,Flu-like symptoms","{""drug"": [], ""brand"": [], ""effect"": []}",False,allopathy,OnabotulinumtoxinA (100IU),,vial of 1 Injection
